category,day_of_week,post_hour,followers,reel_duration_sec,num_hashtags,caption_length,has_music,has_trending_audio,collab_post,avg_past_views,past_engagement_rate,num_mentions,is_sponsored,views
gaming,Tuesday,15,4155,30,16,15,1,0,0,105,0.094,0,0,2982
travel,Monday,11,1346,60,30,268,1,0,0,323,0.13,5,0,5678
gaming,Tuesday,12,19228,15,15,32,0,0,0,3737,0.1356,8,0,13764
education,Sunday,15,3002,15,20,181,1,0,0,38,0.0096,0,0,2366
travel,Thursday,22,2593,45,9,68,1,0,0,77,0.0227,1,0,4112
fitness,Monday,20,1354,15,20,51,0,1,0,595,0.0057,6,0,12770
dance,Thursday,0,7466,7,15,64,0,0,1,389,0.0764,5,0,9036
fitness,Sunday,15,72707,60,4,299,1,0,0,5109,0.0683,9,0,12254
gaming,Friday,14,4825,30,19,227,1,0,0,9,0.0841,2,0,10103
comedy,Thursday,5,8161,30,30,221,1,1,0,929,0.1041,1,0,8198
fitness,Sunday,11,160086,45,2,271,1,0,0,17016,0.058,6,0,43202
fitness,Thursday,7,42881,15,27,17,1,0,0,2109,0.0352,9,0,21520
comedy,Sunday,6,14156,90,2,217,1,1,0,51,0.0622,9,1,30100
fitness,Tuesday,1,13124,7,1,272,1,1,0,140806,0.0063,4,0,30799
finance,Sunday,11,1659,30,20,172,1,1,0,367,0.1253,5,0,4544
dance,Saturday,20,1391,45,3,55,1,1,0,8,0.0606,8,0,10035
food,Friday,13,6339,30,21,8,1,0,0,5564,0.0953,6,0,12727
dance,Thursday,15,6635,45,17,282,1,1,0,217,0.0521,3,1,5289
fitness,Sunday,10,1064,90,1,292,1,0,0,46269,0.0941,8,0,14567
finance,Sunday,19,17429,45,23,21,1,0,0,4643,0.0834,2,0,13034
travel,Thursday,8,2983,15,5,71,1,0,0,77821,0.0352,3,0,63265
fitness,Friday,9,37390,30,2,171,1,0,0,133,0.0957,9,1,23189
gaming,Friday,16,4448,60,20,122,1,0,0,14128,0.0209,2,0,11608
finance,Sunday,11,3793,30,2,90,1,0,0,215,0.0748,9,0,1545
comedy,Monday,5,909,45,26,223,1,0,0,2180,0.1094,2,0,3952
finance,Tuesday,18,1107,30,1,291,1,0,0,1548,0.0846,0,0,1609
comedy,Friday,10,52679,15,2,251,1,1,0,17579,0.1132,4,0,19939
education,Friday,8,7975,7,16,297,1,0,0,5540,0.0446,3,0,16745
food,Wednesday,20,9904,90,13,255,0,1,0,432,0.0121,8,0,8208
motivation,Saturday,5,87655,30,6,12,1,0,0,9675,0.0131,3,0,40670
finance,Friday,23,458,15,21,117,1,1,0,912,0.044,2,1,4123
fashion,Tuesday,15,16452,60,20,177,1,1,0,4390,0.0641,5,0,4341
gaming,Saturday,19,281,30,5,160,1,1,0,1980,0.0829,9,0,10879
fitness,Saturday,15,2235,45,7,94,0,0,0,716,0.1149,4,0,3198
gaming,Thursday,5,625,15,18,167,1,0,0,77,0.1267,3,0,4558
dance,Thursday,4,23050,60,18,86,1,0,0,1647,0.1056,0,0,32669
motivation,Thursday,20,163,30,11,2,1,0,0,284,0.0722,2,0,6013
dance,Thursday,3,3248,45,4,15,1,0,0,93,0.0434,3,0,2503
education,Wednesday,1,610,7,4,129,0,1,0,5772,0.067,9,0,1456
motivation,Friday,5,1055,15,13,22,1,0,0,310,0.0446,7,0,6227
motivation,Thursday,8,1392,15,26,97,1,0,0,29,0.0955,8,0,9823
dance,Sunday,16,52806,90,16,157,1,0,0,1101,0.1236,7,0,62098
comedy,Monday,13,2688,15,15,238,1,0,0,809,0.0801,8,0,6972
dance,Thursday,6,110104,45,3,9,1,1,0,969,0.0116,9,0,65462
gaming,Friday,21,160468,7,24,21,1,1,0,966,0.1413,0,0,198572
comedy,Thursday,18,220715,15,7,183,1,0,0,146,0.0477,0,0,105078
gaming,Wednesday,0,4421,15,2,216,1,0,0,493,0.1376,2,0,1283
education,Tuesday,19,7177,45,20,213,0,1,0,8765,0.1229,3,0,15124
fitness,Tuesday,14,9704,45,4,157,1,0,0,6062,0.0649,1,0,9051
travel,Friday,17,2536,90,22,209,1,1,0,540,0.0132,9,0,5576
comedy,Sunday,2,10549,60,23,132,1,1,0,3534,0.1424,6,0,20996
education,Tuesday,17,912,7,24,52,1,0,0,1320,0.1006,8,0,5700
fashion,Tuesday,1,168,60,6,228,1,0,0,567,0.0412,5,0,5141
education,Monday,9,17773,30,30,182,1,0,0,13270,0.0824,3,1,8901
dance,Friday,10,2618,60,17,22,1,1,1,183,0.0971,5,1,11382
dance,Sunday,23,847,7,23,105,1,0,0,2024,0.0379,0,0,9995
travel,Friday,2,1063,60,7,90,1,0,1,39,0.0186,5,1,2695
education,Tuesday,6,75148,15,10,118,1,1,1,2255,0.0438,3,0,67100
food,Tuesday,7,11332,15,28,137,1,1,0,292,0.0119,2,0,6157
fitness,Tuesday,18,317,7,13,119,1,0,1,511,0.0151,5,0,5574
dance,Saturday,17,580,15,17,160,1,0,0,612,0.0277,8,0,3002
travel,Wednesday,12,2906,30,12,207,0,0,0,12,0.028,7,0,1748
fitness,Thursday,12,11585,60,5,154,1,0,0,43,0.041,7,1,3441
education,Wednesday,23,1175,45,12,262,1,0,0,5768,0.1409,8,0,9537
education,Friday,18,3600,15,25,154,1,1,0,1351,0.0885,5,0,7370
motivation,Monday,22,6040,15,0,285,1,0,0,20266,0.0663,7,0,9105
travel,Thursday,11,6269,30,10,258,1,0,0,71,0.0868,6,0,5594
dance,Monday,16,100,60,6,156,0,0,0,6017,0.0058,0,0,2213
food,Sunday,21,7324,7,9,13,1,0,0,2755,0.1347,5,0,23110
education,Saturday,11,217,30,1,76,1,1,0,11260,0.0822,3,0,12666
food,Friday,12,2935,7,30,219,0,1,0,884,0.0705,2,0,2687
education,Saturday,11,1993,30,15,231,1,1,0,1379,0.1415,2,0,6127
dance,Friday,18,705,15,4,293,1,1,0,189,0.1109,9,0,2760
fitness,Monday,13,22419,7,15,141,1,1,0,638,0.0539,7,0,7249
finance,Monday,6,649,15,29,250,1,0,0,410,0.1407,0,0,4929
fitness,Monday,12,1917,15,22,295,1,0,0,77,0.1285,6,0,3863
education,Friday,5,23902,15,25,139,1,1,1,1439,0.1434,9,0,21379
gaming,Tuesday,23,1821,30,15,141,0,0,0,7214,0.019,3,0,5361
finance,Monday,18,1254,7,26,128,0,0,0,11612,0.1435,0,0,3663
finance,Saturday,18,3033,7,30,17,0,0,1,216,0.0837,1,0,10533
food,Sunday,3,13002,15,14,242,1,0,0,1019,0.1025,6,0,10127
travel,Thursday,18,66393,60,8,163,1,0,0,837,0.0358,9,0,26950
food,Friday,8,911,30,29,95,1,1,0,20935,0.0254,0,0,15121
food,Saturday,15,1054,45,0,27,1,0,0,39049,0.0165,5,0,22672
gaming,Wednesday,3,2988,30,8,229,1,1,1,80,0.0662,3,0,1769
fitness,Sunday,5,7437,15,10,24,1,0,0,2901,0.0371,2,1,2901
fitness,Wednesday,7,1228,7,4,174,1,0,1,3172,0.0168,6,1,5344
fashion,Thursday,23,16973,30,5,160,1,0,0,734,0.1435,8,0,18211
education,Tuesday,15,942,30,29,29,0,0,0,87,0.1113,4,0,2342
gaming,Monday,4,160,60,7,164,1,1,0,4495,0.0801,5,0,4950
fashion,Friday,20,12799,60,14,207,0,0,0,12487,0.1128,6,0,32753
dance,Saturday,21,15766,30,26,101,1,0,0,367,0.0937,9,0,37443
education,Monday,9,32220,30,15,105,1,0,0,12001,0.0308,5,0,9655
education,Saturday,22,136,15,29,68,1,0,0,1105,0.0968,5,0,8613
motivation,Friday,12,1483,15,17,7,1,0,1,18842,0.1037,2,0,15628
motivation,Wednesday,13,3127,90,11,122,0,0,0,18767,0.0394,2,0,24994
comedy,Monday,6,116136,15,22,100,1,0,0,1046,0.0514,4,0,25795
comedy,Thursday,19,3690,90,27,0,1,1,0,2526,0.0606,6,0,8524
food,Tuesday,5,435,30,3,6,1,1,0,269,0.0924,5,0,7272
dance,Thursday,6,8384,30,24,110,1,0,0,42,0.0234,1,0,10995
finance,Tuesday,4,51897,15,21,185,1,0,0,1810,0.1128,2,0,19325
finance,Sunday,20,35381,45,15,215,0,1,1,58,0.0552,4,0,35748
motivation,Saturday,17,13510,30,22,122,1,1,1,72125,0.1053,6,0,60246
motivation,Monday,22,7885,30,10,200,1,0,0,10689,0.1403,5,0,21135
motivation,Monday,11,100,15,21,7,1,0,1,809,0.1311,9,1,5359
gaming,Sunday,5,5147,7,26,63,1,0,0,227428,0.1119,2,0,179227
travel,Tuesday,0,6772,30,23,135,1,0,0,310,0.033,6,0,4918
comedy,Wednesday,3,3685,15,21,185,1,0,0,500,0.1112,4,0,9625
gaming,Friday,18,17549,45,6,126,1,0,0,488,0.0972,9,0,56554
fitness,Thursday,11,3580,45,23,48,1,1,1,964,0.117,3,0,7075
finance,Sunday,14,2531,15,14,165,0,0,0,589,0.131,5,0,6331
education,Saturday,2,31894,45,16,126,1,0,0,2732,0.0502,1,0,8056
comedy,Sunday,22,2334,15,14,176,1,1,0,148,0.0984,6,1,10344
fashion,Thursday,19,5521,45,9,202,1,1,0,1416,0.0449,1,0,10155
fitness,Thursday,7,24724,7,27,156,1,0,0,370,0.0552,6,1,13472
comedy,Saturday,10,796,15,3,218,1,0,0,1243,0.0805,7,0,3988
gaming,Saturday,15,655,15,21,284,1,0,1,125,0.068,1,0,5579
dance,Monday,8,56629,45,16,288,0,0,0,194,0.0921,7,0,75351
education,Thursday,2,1691,7,3,27,1,0,0,76906,0.115,6,0,14959
comedy,Friday,4,17092,15,21,82,1,0,0,173,0.0927,2,0,15085
travel,Friday,19,201,30,22,111,1,0,0,3124,0.1456,6,1,8435
motivation,Tuesday,13,100,7,28,153,1,1,0,374,0.112,0,0,5822
motivation,Sunday,14,9467,45,21,28,1,0,1,143,0.1478,1,0,18237
education,Saturday,5,3906,30,10,212,1,0,0,1246,0.1128,4,0,10493
gaming,Monday,3,9629,60,3,101,1,0,0,192,0.0786,8,0,3920
motivation,Friday,7,143555,7,11,213,1,1,0,3090,0.0646,0,1,99403
comedy,Wednesday,18,529,15,28,154,1,1,1,854,0.1117,4,0,14496
fashion,Monday,4,5264,45,22,199,0,1,0,15869,0.1046,5,1,14259
finance,Monday,12,70223,45,9,167,1,1,0,80,0.102,2,0,9065
finance,Friday,15,687,15,13,237,1,0,1,1904,0.1097,4,1,2447
fitness,Wednesday,0,1715,30,17,158,1,0,0,2300,0.1315,1,0,5561
food,Tuesday,12,204,45,5,192,1,0,1,149,0.038,7,0,3046
dance,Friday,21,275992,7,4,166,1,0,1,290,0.0869,2,0,396757
education,Wednesday,10,100,45,1,225,1,0,0,63,0.0925,4,0,1664
fitness,Monday,20,20691,15,24,250,1,0,0,48,0.0475,0,0,10128
food,Wednesday,7,456,90,12,279,1,0,0,865,0.1483,4,0,8300
gaming,Monday,7,741,30,22,220,1,0,1,5506,0.1189,0,0,16458
travel,Sunday,23,33360,7,13,22,1,1,0,842,0.0516,8,0,25032
travel,Friday,13,1291,30,2,188,1,0,0,916,0.057,1,0,1446
dance,Saturday,12,15886,90,30,271,1,0,0,81,0.1091,5,0,23975
motivation,Friday,2,58927,45,22,26,0,0,0,16,0.0067,8,0,10751
comedy,Sunday,3,7053,15,10,209,1,1,0,2173,0.0723,2,0,4462
fitness,Thursday,19,24360,30,26,34,1,1,0,292,0.0548,5,0,41410
fitness,Thursday,14,5682,30,21,197,1,0,0,29,0.1288,0,0,5953
education,Thursday,14,6177,7,22,173,1,0,0,369,0.1197,6,0,7402
education,Friday,20,1567,15,3,217,1,1,0,1805,0.0532,1,0,5439
travel,Tuesday,12,158252,30,12,55,1,0,0,2453,0.1304,4,0,65058
travel,Friday,8,18715,30,28,151,1,1,0,1632,0.1375,4,0,22730
fashion,Sunday,9,12572,15,25,37,1,0,0,272,0.0851,0,0,15463
fashion,Sunday,11,19663,45,28,197,1,0,0,3600,0.0281,6,0,8661
motivation,Saturday,13,1452,30,7,8,1,1,0,1052,0.1167,3,1,10925
fashion,Wednesday,0,26258,15,7,177,1,0,0,190,0.0513,3,0,4418
comedy,Friday,13,80868,15,22,175,1,0,0,117,0.0815,6,0,18169
comedy,Friday,13,409,30,12,260,1,0,1,1623,0.0116,9,0,14840
fitness,Monday,7,13027,45,22,83,1,1,0,6235,0.0775,0,1,12041
finance,Sunday,15,5502,45,9,138,1,0,0,3595,0.0601,5,0,2945
comedy,Monday,13,1930,15,12,241,0,0,0,1519,0.1045,0,1,4734
food,Monday,0,686,30,12,154,0,0,0,3892,0.0109,5,0,4029
travel,Friday,15,32645,60,23,220,1,1,0,125854,0.0956,9,0,47629
education,Tuesday,17,7146,30,16,134,1,0,0,1950,0.1169,1,0,7816
fashion,Wednesday,6,3385,15,5,187,0,0,0,1502,0.0069,9,0,7092
fitness,Wednesday,14,13046,45,1,177,1,0,0,3259,0.1137,0,0,23751
dance,Sunday,23,3907,15,16,66,1,1,0,4917,0.0239,7,0,7165
education,Saturday,16,1383,15,11,68,1,1,0,75,0.1062,6,0,4021
food,Sunday,18,6198,15,25,76,1,0,0,1562,0.071,1,0,12332
fashion,Tuesday,22,4673,15,22,11,1,1,0,8166,0.085,1,0,11581
food,Tuesday,12,201,30,5,282,1,0,0,36000,0.0539,4,0,22157
travel,Wednesday,8,1582,7,4,245,1,0,0,1141,0.0406,3,1,3138
travel,Thursday,23,504,60,30,236,1,1,0,442,0.0153,3,1,5898
motivation,Monday,23,251,30,4,251,1,0,0,1525,0.1304,8,0,1874
fitness,Monday,14,11405,30,24,206,1,1,0,302,0.0935,0,0,9376
education,Wednesday,2,1474,30,8,107,1,1,0,25300,0.1475,9,0,7050
gaming,Sunday,23,32033,45,27,208,1,0,0,2869,0.1283,8,0,15813
gaming,Tuesday,0,182,30,27,292,1,0,0,987,0.1311,2,0,4011
education,Sunday,15,2875,45,21,112,1,1,1,10169,0.0917,7,1,17810
dance,Saturday,7,1621,60,28,14,0,0,1,109,0.0167,4,0,32676
fitness,Thursday,22,287,45,30,82,0,0,0,17,0.1374,9,0,19681
food,Wednesday,12,4959,30,2,64,1,0,0,2548,0.0221,2,1,2567
dance,Monday,7,335,45,22,2,0,0,0,9395,0.08,8,0,15809
finance,Friday,16,7338,30,19,235,0,1,0,825,0.1292,8,0,2606
education,Sunday,21,17986,15,4,128,1,0,0,281,0.0735,7,0,10302
food,Tuesday,22,7955,15,6,246,1,1,0,161,0.029,2,0,4638
gaming,Friday,13,9986,90,30,234,1,1,0,92,0.0591,2,0,42086
comedy,Saturday,20,31452,15,11,29,1,0,0,4147,0.1483,9,0,62157
motivation,Wednesday,20,4683,60,6,70,1,0,0,5630,0.15,9,0,11494
gaming,Sunday,6,1111,15,30,147,1,1,1,6878,0.1081,2,0,13068
fitness,Monday,14,1642,30,9,92,1,1,0,1112,0.1338,5,0,4238
travel,Sunday,15,1707,45,7,282,1,0,1,108,0.0114,1,0,2693
comedy,Thursday,18,751,15,16,216,0,0,0,262,0.045,8,1,6247
motivation,Friday,5,20162,45,4,237,1,0,0,3631,0.0585,1,0,9669
motivation,Thursday,22,12688,45,14,226,0,0,1,137,0.0067,9,1,20052
finance,Saturday,0,245,30,27,218,1,0,1,894,0.0597,7,0,5359
finance,Monday,11,1110,30,8,30,0,1,0,143,0.0185,9,0,1638
fashion,Friday,17,688,15,30,113,1,0,0,272,0.08,3,0,5333
gaming,Saturday,15,8701,30,22,101,1,1,0,109,0.0056,3,0,14520
gaming,Thursday,11,34122,7,10,92,1,1,0,1132,0.0442,4,0,15725
gaming,Thursday,19,11011,15,27,206,1,0,0,58,0.1306,0,0,11917
fashion,Friday,12,1391,60,12,228,1,0,0,239,0.0359,3,0,9844
dance,Monday,7,2767,30,17,70,1,1,0,6016,0.0144,5,0,7576
motivation,Thursday,21,400,45,16,135,1,1,0,8934,0.0412,9,1,11772
comedy,Wednesday,0,459,30,23,283,1,1,0,4194,0.125,1,0,6253
fitness,Saturday,20,22536,15,8,16,1,0,1,18598,0.0901,2,0,26173
motivation,Friday,6,66131,30,9,214,1,0,0,78,0.09,3,0,15549
finance,Tuesday,14,1357,45,4,243,1,1,0,913,0.0051,2,0,2472
food,Tuesday,21,5359,15,29,94,1,0,1,1275,0.0735,8,0,3776
travel,Monday,12,17978,60,10,120,0,1,0,54378,0.0435,5,0,19502
fashion,Wednesday,12,245,30,21,5,1,0,0,682,0.0538,4,0,8948
education,Thursday,8,744,7,14,267,1,1,0,5445,0.0918,4,0,8330
food,Tuesday,23,177822,30,1,86,1,0,0,32441,0.1318,1,0,65426
fitness,Monday,14,876,30,26,188,1,1,0,1423,0.0313,8,0,4612
gaming,Saturday,3,2562,15,20,102,1,0,0,429,0.1164,1,0,4684
finance,Wednesday,12,1660,45,27,103,1,1,0,510,0.0121,4,0,6940
finance,Wednesday,11,135,60,19,290,0,0,0,35,0.0524,6,0,2622
finance,Sunday,4,5703,45,23,66,1,0,0,437,0.0367,2,0,2196
gaming,Monday,6,4696,60,23,105,1,0,0,63,0.1378,7,0,6664
education,Monday,7,6805,60,13,247,1,1,0,5241,0.0308,4,0,6167
fashion,Sunday,4,4220,60,4,206,1,0,0,48,0.0889,9,0,5982
food,Thursday,8,2147,15,26,204,1,0,0,2403,0.0289,2,0,8018
gaming,Monday,13,1937,30,23,82,1,0,0,10672,0.0737,2,0,5723
fitness,Sunday,11,1997,7,5,81,1,0,0,4712,0.0649,2,0,6985
fashion,Thursday,3,829,30,25,286,1,0,0,417,0.011,2,0,2938
fitness,Thursday,19,1095,90,21,36,1,0,0,5052,0.1248,3,0,15891
fashion,Friday,7,854,15,28,212,0,1,0,1118,0.1181,9,0,6976
education,Wednesday,16,13796,30,14,132,1,0,1,439,0.0453,0,0,15041
travel,Saturday,7,8526,30,28,114,1,1,0,530,0.094,2,0,29298
fitness,Wednesday,20,5160,15,3,210,1,1,0,2659,0.0576,9,0,5815
gaming,Wednesday,0,162117,15,9,131,1,1,0,48,0.1165,9,0,86687
fashion,Friday,19,928,30,27,153,1,1,0,400,0.1054,4,0,6867
finance,Thursday,1,36820,15,26,293,1,0,0,2320,0.0181,7,0,6319
motivation,Thursday,3,3077,30,18,181,1,1,0,393,0.1274,7,0,6570
finance,Monday,23,6521,30,8,146,0,0,0,82,0.031,8,0,3423
dance,Friday,20,16449,30,20,221,1,0,0,184,0.0302,8,0,10688
travel,Monday,0,2080,15,25,281,1,1,0,1547,0.1114,5,0,2982
travel,Friday,6,733,30,9,126,1,1,0,2880,0.0316,9,0,13334
finance,Monday,0,987,7,3,202,1,0,1,9596,0.0227,6,0,6046
food,Tuesday,8,110,60,21,117,1,0,0,5226,0.0537,3,0,5512
education,Sunday,2,14650,15,29,60,0,0,0,5106,0.1266,2,0,15301
fitness,Wednesday,11,14029,60,3,230,1,0,1,23,0.0306,2,0,2165
gaming,Wednesday,18,85013,45,30,149,1,1,0,4944,0.0542,1,0,55588
travel,Saturday,14,10372,45,5,144,1,0,0,389,0.0465,7,0,4749
finance,Sunday,21,15984,15,25,110,1,0,0,61,0.0566,6,0,9944
finance,Thursday,15,4243,15,7,166,0,0,0,3347,0.1086,7,0,9138
education,Saturday,9,11347,30,15,188,1,1,0,1568,0.0638,5,0,13271
education,Tuesday,21,34935,7,7,48,1,1,0,6435,0.1151,9,0,24644
comedy,Saturday,5,6813,60,27,106,1,1,0,376,0.0979,9,0,10148
comedy,Wednesday,16,1923,30,15,92,1,0,0,1084,0.0574,4,0,4006
food,Thursday,20,3306,90,5,123,1,1,0,29,0.0677,0,0,3671
food,Tuesday,21,19022,45,16,139,1,0,0,55376,0.107,7,0,50961
dance,Wednesday,23,2029,7,28,10,1,1,0,75,0.0825,1,0,4797
food,Sunday,16,24350,45,0,170,1,0,0,216,0.1309,0,0,8688
fashion,Monday,20,152584,15,29,35,1,0,0,139,0.1403,8,0,87393
education,Friday,18,24900,15,18,129,1,0,0,1657,0.1091,7,0,25909
gaming,Tuesday,17,18860,15,17,60,1,0,0,201,0.1484,8,1,8454
fashion,Thursday,10,9188,60,16,48,1,0,0,9475,0.0915,4,1,9480
fitness,Saturday,23,1213,30,16,185,1,1,0,2058,0.0108,2,1,4281
finance,Sunday,6,1031,45,27,220,1,0,0,55,0.0782,7,0,2395
food,Saturday,9,1012,15,11,5,1,0,0,5217,0.0384,3,0,13616
finance,Tuesday,6,13339,30,11,299,1,0,0,6794,0.0534,0,0,3042
travel,Sunday,4,2438,30,5,174,1,0,0,255,0.0761,8,0,1394
dance,Thursday,11,4664,15,6,278,1,1,0,111,0.0478,3,0,5973
travel,Tuesday,15,10441,15,30,203,1,0,0,2434,0.0499,1,0,3089
dance,Thursday,20,1082,30,7,95,1,1,1,4094,0.0633,9,1,4101
comedy,Saturday,17,1991,45,2,281,0,0,0,147,0.0465,2,1,3045
finance,Wednesday,2,8788,15,16,134,1,1,0,6954,0.0296,5,0,4157
dance,Sunday,19,2911,90,20,32,1,0,0,348,0.116,8,0,30755
motivation,Monday,14,3444,15,7,81,1,1,0,11688,0.0623,5,0,5095
fashion,Wednesday,4,766,30,27,147,1,0,0,46,0.1256,3,0,1881
dance,Monday,12,3529,7,26,94,1,1,0,252,0.133,0,0,6605
dance,Saturday,18,96173,7,29,169,1,0,0,722,0.1139,1,1,62522
fashion,Sunday,11,2200,90,10,210,1,0,0,151,0.0625,6,0,6236
finance,Wednesday,22,623,60,19,190,0,0,0,1029,0.1096,2,0,6902
finance,Wednesday,20,27574,45,17,6,1,1,0,548,0.0275,1,0,22004
fashion,Tuesday,4,12607,60,15,33,0,0,0,721,0.1009,5,0,6275
travel,Friday,5,7206,60,24,50,1,0,0,488,0.0639,3,0,13562
motivation,Saturday,6,457,30,27,119,1,1,0,82,0.1001,0,0,4320
gaming,Thursday,9,591,60,12,137,1,1,0,1047,0.1144,8,1,9258
fitness,Saturday,15,308,30,8,105,0,1,0,853,0.0866,8,0,3649
motivation,Thursday,7,10686,30,18,281,1,0,0,145,0.0982,4,0,27756
finance,Sunday,8,30815,45,6,31,1,0,0,13334,0.036,7,1,30745
gaming,Thursday,3,11355,7,28,123,1,0,0,2058,0.0909,5,0,9515
comedy,Monday,20,164361,60,16,169,0,1,0,4625,0.0718,6,0,136583
food,Thursday,20,2218,15,7,11,1,1,0,217,0.0671,5,0,11857
dance,Thursday,7,2744,60,7,167,0,1,0,10,0.0645,6,0,4722
fashion,Tuesday,6,5953,15,28,77,1,1,0,35880,0.0501,2,0,9815
fashion,Wednesday,14,3251,15,2,33,1,1,1,1536,0.0493,2,0,2166
dance,Saturday,20,12060,7,15,208,1,1,0,2269,0.1065,9,0,25355
food,Saturday,2,1554,60,11,7,1,0,0,2082,0.0859,2,1,9747
fitness,Sunday,16,399,15,14,224,1,1,0,2435,0.0093,9,0,9397
food,Sunday,10,196,30,20,226,1,1,0,130,0.012,5,0,4277
gaming,Thursday,8,11671,30,3,174,1,0,0,140,0.0877,0,0,9483
food,Friday,4,1907,15,22,80,1,0,0,140,0.1277,8,0,4334
gaming,Saturday,9,598,90,26,281,0,0,0,3303,0.0114,8,1,42603
food,Sunday,14,1612,7,6,56,0,1,0,96,0.0785,3,0,4751
fitness,Thursday,13,165141,30,10,134,0,1,0,51,0.1284,1,0,136595
fitness,Sunday,3,665,30,23,237,1,0,1,303,0.0056,6,0,4960
finance,Monday,20,18195,15,4,216,1,1,0,636,0.045,6,0,12610
dance,Monday,19,10487,15,12,226,1,0,0,992,0.1384,5,0,14335
fitness,Sunday,1,54971,45,10,25,1,1,0,414,0.0168,7,0,7504
gaming,Monday,11,3938,60,4,186,0,1,0,2888,0.093,2,0,7446
fitness,Sunday,0,296,15,7,117,1,1,1,11315,0.0786,1,0,10757
finance,Thursday,23,29336,15,20,196,1,0,0,1209,0.027,9,0,8468
fashion,Tuesday,19,3134,90,28,115,1,1,1,11203,0.0112,0,0,12757
gaming,Friday,4,48729,7,29,101,1,0,0,3293,0.0779,2,1,23925
finance,Thursday,5,21348,30,28,162,1,0,1,162,0.1116,7,0,2751
travel,Tuesday,23,29512,30,16,177,1,0,0,201,0.0307,7,0,4067
travel,Tuesday,10,349153,15,10,279,1,1,0,182,0.1052,6,0,317744
comedy,Saturday,7,8164,45,18,285,1,1,0,748,0.0842,1,1,22030
food,Thursday,6,65982,90,17,211,1,0,0,627,0.0569,2,0,11235
dance,Thursday,3,2371,30,27,53,1,1,0,3602,0.1013,6,0,5762
education,Sunday,5,13007,45,9,66,1,0,1,801,0.0328,7,0,2084
motivation,Tuesday,15,1990,30,4,31,1,0,0,1799,0.0713,8,0,1838
finance,Tuesday,19,11644,30,28,250,1,0,0,106,0.0846,5,0,8968
fashion,Tuesday,14,9649,7,23,7,1,0,0,1778,0.0715,9,0,23986
motivation,Sunday,13,120,45,30,214,0,1,0,421,0.0626,2,0,8614
fashion,Saturday,22,1634,30,24,45,1,1,0,364,0.1124,8,0,12660
motivation,Thursday,11,7439,15,24,79,1,0,0,300,0.1001,4,0,5033
finance,Tuesday,11,100,90,0,34,1,1,0,22528,0.0977,3,0,4103
education,Monday,15,4135,45,16,188,1,0,0,103,0.1343,8,0,7069
motivation,Thursday,14,30189,90,16,88,1,0,0,4245,0.1491,9,0,49599
finance,Sunday,12,51044,15,0,135,1,0,0,999,0.0872,1,0,9848
fitness,Saturday,10,1201,60,24,33,1,1,1,72,0.0555,9,0,3281
education,Monday,16,57292,30,0,280,1,1,0,604,0.1179,3,0,16194
gaming,Sunday,20,43243,90,22,112,1,0,0,10,0.0256,5,0,22890
fashion,Wednesday,14,102,90,21,171,1,0,0,34172,0.0794,5,0,27710
travel,Thursday,13,6053,90,8,42,1,0,0,525,0.0811,9,0,3602
food,Wednesday,9,7387,90,26,12,1,0,1,10208,0.1476,4,1,12327
travel,Sunday,11,75646,7,24,173,0,1,1,16179,0.1487,9,0,55155
education,Sunday,15,8229,45,3,124,0,0,1,352,0.1209,6,0,3067
gaming,Sunday,14,60398,15,8,206,1,1,0,1162,0.0736,4,0,71063
fashion,Tuesday,9,1205,45,13,103,1,0,0,1588,0.0843,5,1,16847
gaming,Saturday,3,276,90,14,129,1,0,0,49046,0.0514,0,0,21981
motivation,Tuesday,22,1531,7,15,39,1,0,0,748,0.1253,7,0,10352
fashion,Saturday,8,84000,30,15,22,1,0,0,984,0.1132,4,0,62726
motivation,Friday,20,26020,45,12,251,1,1,0,66,0.1169,4,0,19622
finance,Tuesday,19,321396,15,13,289,1,0,0,183,0.0251,9,0,42335
education,Wednesday,8,365,15,21,201,1,0,0,403,0.0628,5,1,7126
finance,Saturday,20,32028,7,20,154,1,1,0,14804,0.0829,5,0,28451
comedy,Tuesday,23,19125,7,8,54,0,1,0,48356,0.0231,7,0,19666
gaming,Thursday,19,2940,45,30,105,1,1,0,2987,0.0585,3,0,7699
motivation,Sunday,10,19864,30,22,259,0,0,0,2212,0.0177,3,0,8609
fitness,Saturday,10,6322,7,8,199,1,0,1,4314,0.144,2,0,10059
finance,Saturday,6,11254,90,20,216,1,1,0,278,0.1139,8,0,35232
comedy,Tuesday,20,16730,45,3,46,1,1,0,17674,0.095,7,0,40863
dance,Friday,9,28686,30,9,116,1,0,0,62,0.0347,4,0,21189
travel,Tuesday,3,5746,15,2,211,0,0,0,441,0.0534,7,0,2746
fashion,Wednesday,4,120475,45,20,154,1,0,0,4050,0.026,5,0,19542
comedy,Wednesday,4,3333,30,8,262,1,0,0,418,0.0827,4,0,3893
education,Saturday,10,145912,45,18,150,1,0,1,152808,0.124,8,0,196529
finance,Saturday,8,645,45,15,211,1,0,0,4168,0.0078,8,0,6182
education,Tuesday,15,834,7,15,191,1,0,0,7840,0.02,7,0,10644
travel,Wednesday,8,927,60,16,242,1,0,0,240,0.0383,9,0,9796
fitness,Wednesday,21,27511,30,17,97,1,0,0,7555,0.1085,2,0,73678
